,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
397,"{'id': 'cbc-news', 'name': 'CBC News'}",The Canadian Press,Suncor announces Rich Kruger as new president and CEO,Suncor Energy Inc. has announced its next president and CEO after a months-long search.,https://www.cbc.ca/news/canada/calgary/suncor-ceo-kruger-calgary-1.6755116,https://i.cbc.ca/1.4802500.1549064361!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_620/imperial-technology-20180828.jpg,2023-02-21T17:32:49Z,"Suncor Energy Inc. has announced its next president and CEO after a months-long search.
Rich Kruger will take on the top job at the Calgary-based oil producer and refiner on April 3.
Kruger will re… [+2088 chars]",2023-02-21,-1.0
398,"{'id': None, 'name': 'Toronto Star'}",The Canadian Press,Suncor announces Rich Kruger as new president and CEO,CALGARY - Suncor Energy Inc. has announced Rich Kruger as the company’s new president and CEO.,https://www.thestar.com/business/2023/02/21/suncor-announces-rich-kruger-as-new-president-and-ceo.html,https://images.thestar.com/exKDeCyh57dVnWXShr1LVHiLWSE=/1280x1024/smart/filters:cb(1676986522326):format(webp)/https://www.thestar.com/content/dam/thestar/business/2023/02/21/suncor-announces-rich-kruger-as-new-president-and-ceo/20230221080216-63f4c4610c9a72beb6581d1ajpeg.jpg,2023-02-21T13:24:43Z,"CALGARY - Suncor Energy Inc. has announced Rich Kruger as the companys new president and CEO. 
The Calgary-based oil producer and refiner says Kruger will replace interim CEO Kris Smith starting Apr… [+1086 chars]",2023-02-21,-1.0
399,"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,"Blow Molded Plastics Market Report 2023: Increased Demand for Glass, Metal, Wood and Concrete Replacements Bolsters Growth","Dublin, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The ""Blow Molded Plastics Market Size, Share & Trends Analysis Report By Technology (Extrusion, Injection, Stretch, Compound), By Product (Polypropylene, Polyethylene), By Application, By Region, And Segment Forecasts…",https://www.globenewswire.com/news-release/2023/02/22/2613382/28124/en/Blow-Molded-Plastics-Market-Report-2023-Increased-Demand-for-Glass-Metal-Wood-and-Concrete-Replacements-Bolsters-Growth.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7?size=1,2023-02-22T14:13:00Z,"Dublin, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The ""Blow Molded Plastics Market Size, Share &amp; Trends Analysis Report By Technology (Extrusion, Injection, Stretch, Compound), By Product (Polypropylene,… [+5217 chars]",2023-02-22,1.0
400,"{'id': None, 'name': 'GlobeNewswire'}",Brainy Insights Pvt. Ltd.,"Hydraulic Market Size to Hit USD 54.7 Billion by 2030; Demand for High Force Pressing Applications in Automotive, Aerospace, F&B Industries to Bolster Growth, says The Brainy Insights","The demand for hydraulic-operated filling and packing machines has increased due to FMCG product demand, new manufacturing facilities, and the expansion of existing companies. The growth of industrial sector will further accelerate the growth rate of the hydr…",https://www.globenewswire.com/news-release/2023/02/22/2613212/0/en/Hydraulic-Market-Size-to-Hit-USD-54-7-Billion-by-2030-Demand-for-High-Force-Pressing-Applications-in-Automotive-Aerospace-F-B-Industries-to-Bolster-Growth-says-The-Brainy-Insights.html,https://ml.globenewswire.com/Resource/Download/e0ed2f75-5061-4c4a-a30b-65427e5cc0f4?size=1,2023-02-22T13:16:00Z,"Newark, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The report published by The Brainy Insights shows that the global hydraulic market is expected to grow from USD 41.2 billion in 2021 to USD 54.7 billion by 2… [+7809 chars]",2023-02-22,1.0
401,"{'id': None, 'name': 'GlobeNewswire'}",ReportLinker,"Automotive Lubricant Market- Global Industry Size, Share, Trends, Competition, Opportunity and Forecast, 2017-2027","Segmented By Vehicle Type (Two Wheeler, PC, LCV, MHCV), By Demand Category (OEM & Aftermarket), By Product Type (Engine Oil, Transmission Oil, Hydraullic Oil, Grease), By Region. Global automotive lubricants market was valued at USD 159.17 billion in 2021, an…",https://www.globenewswire.com/news-release/2023/02/21/2612131/0/en/Automotive-Lubricant-Market-Global-Industry-Size-Share-Trends-Competition-Opportunity-and-Forecast-2017-2027.html,https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39?size=1,2023-02-21T13:21:00Z,"New York, Feb. 21, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Automotive Lubricant Market- Global Industry Size, Share, Trends, Competition, Opportunity and Foreca… [+7491 chars]",2023-02-21,-1.0
402,"{'id': None, 'name': 'NDTV News'}",,GQG Co-Founder Rajiv Jain Is Creating An Investing Empire In Florida,"In 2022, when most asset managers watched clients yank cash from their funds as markets cratered, GQG thrived. The firm lured $8 billion in fresh investment and three of its four flagship funds beat benchmark indexes by wide margins.",https://www.ndtv.com/india-news/gqg-co-founder-rajiv-jain-is-creating-an-investing-empire-in-florida-3803105,https://c.ndtvimg.com/2023-02/hn2r84io_rajiv-jain-bloomberg_625x300_22_February_23.jpg,2023-02-22T03:21:41Z,"All this success, dating back to his days as a star manager at Vontobel.
Rajiv Jain is everything that Cathie Wood isn't.
The co-founder of GQG Partners doesn't have a Twitter account and rarely ap… [+7297 chars]",2023-02-22,1.0
403,"{'id': None, 'name': 'Business Standard'}",Ye Xie | Bloomberg,GQG Co-founder Rajiv Jain is creating an investing empire in Florida,"In 2022, when most asset managers watched clients yank cash from their funds as markets cratered, GQG thrived",https://www.business-standard.com/article/companies/gqg-co-founder-rajiv-jain-is-creating-an-investing-empire-in-florida-123022101078_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2023-02/21/full/1676986140-5097.jpg,2023-02-21T13:31:00Z,"Rajiv Jain is everything that Cathie Wood isn’t. The co-founder of GQG Partners doesn’t have a Twitter account and rarely appears on TV. And in his growth stock funds, there are no driverless-car com… [+6974 chars]",2023-02-21,-1.0
404,"{'id': None, 'name': 'Ohscanada.com'}",The Canadian Press,"Suncor names Rich Kruger as new CEO, replaces embattled president who resigned in wake of safety issues","Suncor Energy Inc. has announced Rich Kruger as the…
The post Suncor names Rich Kruger as new CEO, replaces embattled president who resigned in wake of safety issues appeared first on OHS Canada Magazine.",https://www.ohscanada.com/suncor-names-rich-kruger-as-new-ceo-replaces-embattled-president-who-resigned-in-wake-of-safety-issues/,https://www.ohscanada.com/wp-content/uploads/2023/02/1556376961629.jpeg,2023-02-21T14:02:22Z,"Rich Kruger, the new CEO of Suncor. Photo: LinkedIn
Suncor Energy Inc. has announced Rich Kruger as the company’s new president and CEO.
The Calgary-based oil producer and refiner says Kruger will … [+694 chars]",2023-02-21,-1.0
405,"{'id': None, 'name': 'PRNewswire'}",,Alavi Anaipakos Adds Experienced Intellectual Property Trial Lawyers in Houston,"Wall, Pinckney add more than 50 combined years of patent expertise to firm roster HOUSTON, Feb. 22, 2023 /PRNewswire/ -- The trial lawyers at Houston-based Alavi Anaipakos are welcoming two proven attorneys who have joined the firm with extensive track record…",https://www.prnewswire.com/news-releases/alavi-anaipakos-adds-experienced-intellectual-property-trial-lawyers-in-houston-301753579.html,,2023-02-22T20:10:00Z,"Wall, Pinckney add more than 50 combined years of patent expertise to firm roster
HOUSTON, Feb. 22, 2023 /PRNewswire/ -- The trial lawyers at Houston-based Alavi Anaipakos are welcoming two proven a… [+2517 chars]",2023-02-22,1.0
406,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,"Company Close Updates: Exxon Mobil Corp. stock falls Wednesday, underperforms market","Shares of Exxon Mobil Corp. slipped 1.30% to $109.73 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",https://www.marketwatch.com/data-news/exxon-mobil-corp-stock-falls-wednesday-underperforms-market-ff312140-33435a348e1b,https://images.mktw.net/im-220105/social,2023-02-22T22:33:00Z,"Shares of Exxon Mobil Corp. 
 XOM,
 -1.30%
slipped 1.30% to $109.73 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&amp;P 500 Index 
 SPX,
 -… [+547 chars]",2023-02-22,1.0
407,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,"Company Close Updates: Exxon Mobil Corp. stock falls Tuesday, still outperforms market","Shares of Exxon Mobil Corp. slid 0.10% to $111.17 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",https://www.marketwatch.com/data-news/exxon-mobil-corp-stock-falls-tuesday-still-outperforms-market-663870fa-7f3478352184,https://images.mktw.net/im-220105/social,2023-02-21T22:33:00Z,"Shares of Exxon Mobil Corp. 
 XOM,
 -0.10%
slid 0.10% to $111.17 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&amp;P 500 Index 
 SPX,
 -2.00%… [+539 chars]",2023-02-21,-1.0
408,"{'id': None, 'name': 'Seeking Alpha'}",On the Pulse,JEPI: Beat Inflation With This 11% Yielding Monthly-Paying ETF,JEPI is an actively managed exchange-traded fund and is one investment product that passive income investors can use to combat inflation. Find out why the Fund is a Buy.,https://seekingalpha.com/article/4580558-jepi-beat-inflation-with-this-11-percent-yielding-monthly-paying-etf,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1395728828/image_1395728828.jpg?io=getty-c-w1536,2023-02-22T11:56:12Z,"winhorse
Inflation remains a major concern for many passive income investors, and while inflation has slowed in recent months, investors still require investment options in a market that is expected… [+4779 chars]",2023-02-22,1.0
409,"{'id': None, 'name': 'Seeking Alpha'}",The Value Portfolio,Energy Transfer Is Perhaps The Best Trade In An Expensive Market,Energy Transfer has an almost 10% dividend yield along with substantial additional FCF past that dividend yield. Click for our take on ET stock.,https://seekingalpha.com/article/4580738-energy-transfer-is-perhaps-the-best-trade-in-an-expensive-market,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1181848376/image_1181848376.jpg?io=getty-c-w1536,2023-02-22T19:10:54Z,"imaginima/iStock via Getty Images
The market is expensive. The S&amp;P 500 (SP500) is within 20% of its all-time highs. That's despite the fact that there remain substantial structural risks to the … [+5918 chars]",2023-02-22,1.0
410,"{'id': None, 'name': 'PRNewswire'}",,Bookbinding Adhesives Market Report 2023: Increasing Prevalence of Bio-Based and Plant-Based Hot Melt Adhesives Presents Opportunities,"DUBLIN, Feb. 22, 2023 /PRNewswire/ -- The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By Application; By Region; Segment Forecast, 2022-2030"" report has been…",https://www.prnewswire.com/news-releases/bookbinding-adhesives-market-report-2023-increasing-prevalence-of-bio-based-and-plant-based-hot-melt-adhesives-presents-opportunities-301753064.html,https://mma.prnewswire.com/media/539438/Research_and_Markets_Logo.jpg?p=facebook,2023-02-22T17:20:00Z,"DUBLIN, Feb. 22, 2023 /PRNewswire/ -- The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By Applicat… [+5668 chars]",2023-02-22,1.0
411,"{'id': None, 'name': 'Daily Mail'}",Jen Smith,Church of Latter Day Saints fined for scheme that hid size of $32bn investment portfolio,"An SEC order issued today describes how the church and its investment firm, Ensign Peak, used shell companies for years to try to put distance between itself and its holdings.",https://www.dailymail.co.uk/news/article-11777127/Church-Day-Saints-fined-scheme-hid-size-32bn-investment-portfolio.html,https://i.dailymail.co.uk/1s/2023/02/21/18/67929611-0-image-a-25_1677004486688.jpg,2023-02-21T18:37:09Z,"The Mormon Church of the Latter Day Saints has been fined $5million for running a scheme for 22 years that hid the true size and scale of its $32billion investment portfolio. 
An SEC order issued to… [+2171 chars]",2023-02-21,-1.0
412,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,Company Close Updates: Eastman Chemical Co. stock underperforms Tuesday when compared to competitors,"Shares of Eastman Chemical Co. shed 5.26% to $82.47 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",https://www.marketwatch.com/data-news/eastman-chemical-co-stock-underperforms-tuesday-when-compared-to-competitors-5db29877-090124411503,https://images.mktw.net/im-220105/social,2023-02-21T21:51:00Z,"Shares of Eastman Chemical Co. 
 EMN,
 -5.26%
shed 5.26% to $82.47 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&amp;P 500 Index 
 SPX,
 -2.… [+609 chars]",2023-02-21,-1.0
413,"{'id': None, 'name': 'OilPrice.com'}",Alex Kimani,Top 5 Best Oil Stock Performers And 5 Worst Performers,"The current year is shaping up as another lackluster year for the U.S. energy sector, with oil and gas stocks sitting out a wider market rally. The energy sector’s favorite benchmark, the Energy Select Sector SPDR Fund (XLE), is up a mere 0.1% compared to a n…",https://oilprice.com/Energy/Energy-General/Top-5-Best-Oil-Stock-Performers-And-5-Worst-Performers.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/2023-02-21_m5fjsnqpdo.jpg,2023-02-21T23:00:00Z,"The U.S. has overtaken Germany…
Two pieces of news sent…
According to the IEA, global…
By Alex Kimani - Feb 21, 2023, 5:00 PM CSTThe current year is shaping up as another lackluster year for the U… [+8564 chars]",2023-02-21,-1.0
414,"{'id': 'reuters', 'name': 'Reuters'}",,"Exxon workforce down by 1,000 people in 2022, third year of declines","Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns.",https://www.reuters.com/business/energy/exxon-workforce-down-by-1000-people-2022-third-year-declines-2023-02-22/,https://www.reuters.com/resizer/ZxAcAtG8MIF2BvzOzzhxHDBC1Nw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/3QJH3XJOEFIVPBAJQLCJT2NJ6E.jpg,2023-02-22T23:20:13Z,"HOUSTON, Feb 22 (Reuters) - Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns.… [+1086 chars]",2023-02-22,1.0
415,"{'id': None, 'name': 'Energyintel.com'}",Clara Tan,"Qatar, IOCs Hammer Out Terms on North Field Marketing",Commercial talks between QatarEnergy and its partners are heard to be stalled following differences in how to market new Qatari LNG volumes.,https://www.energyintel.com/00000186-493f-dfce-a1e6-cf3f43010000,https://energyintel.brightspotcdn.com/dims4/default/13b7dc3/2147483647/strip/true/crop/1000x525+0+83/resize/1200x630!/quality/90/?url=http%3A%2F%2Fenergy-intelligence-brightspot.s3.amazonaws.com%2F96%2Fa1%2F002a1b6c426fa174dc88d0fda82c%2Fss-1125091154-lng-tanker-transport.jpg,2023-02-22T08:30:05Z,"Differences have quietly emerged between QatarEnergy and some of its Western partners in recent months over how to market LNG from its 48 million ton per year North Field expansion.
QatarEnergy hist… [+11750 chars]",2023-02-22,1.0
416,"{'id': None, 'name': 'Seeking Alpha'}",Leo Nelissen,2 Fat 6-7%-Yielders For The Energy Crisis,"The energy sector continues to be a focal point for investors. Click here to read on two midstream companies with high yields, stellar business models, and consistent dividend growth.",https://seekingalpha.com/article/4580313-two-fat-6-7-percent-yielders-for-the-energy-crisis,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/91830572/image_91830572.jpg?io=getty-c-w1536,2023-02-22T13:00:00Z,"canakat
Introduction
 In the first few months of this year, the energy sector continues to be a focal point for investors, with many eyeing the potential for a bull run in this industry. In fact, a… [+14234 chars]",2023-02-22,1.0
417,"{'id': None, 'name': 'The Denver Post'}",Noelle Phillips,"What happens if Suncor’s Colorado refinery closes? Less pollution, loss of jobs and tax revenue — and a big cleanup.","Suncor says its refinery contributes nearly $2.5 billion annually to the state's economy and there would be economic consequences to its closure. But the long-term outlook for Suncor could change as America's reliance on fossil fuels, and the pollution they c…",https://www.denverpost.com/2023/02/21/suncor-commerce-city-refinery-closure-benefits-costs/,https://www.denverpost.com/wp-content/uploads/2023/01/TDP-L-suncor010323-cha-1411.jpg?w=1024&h=683,2023-02-21T13:00:17Z,"The suggestion surfaces almost every time Suncor Energy is in the news in Colorado.
Close the refinery.
It comes up during permit hearings or when the company is tagged with another air pollution v… [+15857 chars]",2023-02-21,-1.0
418,"{'id': None, 'name': 'Seeking Alpha'}",Leo Nelissen,"Enbridge's 7% Dividend: Safe, Steady, And Super-Sized",Enbridge offers a safe 7% yield backed by a business model capable of consistent long-term organic growth. See why I'm bullish on ENB stock.,https://seekingalpha.com/article/4579946-enbridges-7-percent-dividend-safe-steady-and-super-sized,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/188027740/image_188027740.jpg?io=getty-c-w1536,2023-02-21T14:00:00Z,"JamesBrey
Introduction
 Enbridge Inc. (NYSE:ENB) has become one of my top picks in the stock market, and I'm excited to dedicate an entire article to this Canadian midstream giant. While I've menti… [+15891 chars]",2023-02-21,-1.0
419,"{'id': None, 'name': 'Motley Fool'}",newsfeedback@fool.com (Reuben Gregg Brewer),Nearing Retirement? These Stocks Will Pay You for Life,"If you are getting close to retirement and looking for reliable dividend stocks, this trio will keep paying you year after year.",https://www.fool.com/investing/2023/02/23/nearing-retirement-stocks-will-pay-you-for-life/,https://g.foolcdn.com/editorial/images/721605/22_03_07-a-person-putting-a-100-dollar-bill-into-a-piggy-bank-_gettyimages-1203959263.jpg,2023-02-23T10:35:00Z,"When you are building a nest egg, growing your portfolio is top of mind. But as you get closer to retirement, you'll start thinking about living off your savings.
That shifts your focus to capital p… [+5124 chars]",2023-02-23,1.0
420,"{'id': None, 'name': 'Seeking Alpha'}",Graham Grieder,Exxon Mobil: Buy The Dip,Exxon Mobil posted record profits in 2022 pulling in over $100 billion in EBITDA. Click here to read our analysis and why we think XOM stock is a buy.,https://seekingalpha.com/article/4581164-exxon-mobil-buy-dip,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/52322822/image_52322822.jpg?io=getty-c-w1536,2023-02-23T16:16:35Z,"Scott Olson
Exxon Mobil (NYSE:XOM) recently reported 2022 results, and it was a strong record year. But, it left some shareholders standing around with their hands open asking for more. The company … [+8456 chars]",2023-02-23,1.0
421,"{'id': None, 'name': 'Seeking Alpha'}",Long Player,Exxon Mobil: One Refinery Coming Up To Cure High Margins,Exxon has growth projects that are becoming significant growth drivers with more opportunities potentially in the future. See why I rate XOM stock a strong buy.,https://seekingalpha.com/article/4580581-exxon-mobil-one-refinery-coming-cure-high-margins,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1280385662/image_1280385662.jpg?io=getty-c-w1536,2023-02-22T13:30:29Z,"imaginima
The free market has a saying that the ""cure for high prices is high prices"". Refining margins have been tremendous due to a shortage of refining capacity. The free market gets messy that w… [+8098 chars]",2023-02-22,1.0
422,"{'id': None, 'name': 'Yahoo Entertainment'}",Sabrina Valle,"Exxon workforce down by 1,000 people in 2022, third year of declines","Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost...",https://finance.yahoo.com/news/exxon-workforce-down-1-000-231948437.html,https://media.zenfs.com/en/reuters-finance.com/2e79305870e6b3bf1c72c9ab9191a987,2023-02-22T23:19:48Z,"By Sabrina Valle
HOUSTON (Reuters) - Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder… [+999 chars]",2023-02-22,1.0
423,"{'id': None, 'name': 'Seeking Alpha'}",Louis Navellier,The Global Vise Tightens On Russia,"We’re coming up to the one-year anniversary of Russia’s invasion of Ukraine this week. Sanctions against Russian oil, although well-intended, can sometimes backfire, as sanctions often do.",https://seekingalpha.com/article/4580509-global-vise-tightens-on-russia,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1410950326/image_1410950326.jpg?io=getty-c-w1536,2023-02-22T08:14:00Z,"Tomas Ragina/iStock via Getty Images
We’re coming up to the one-year anniversary of Russia’s invasion of Ukraine this week (on February 24). The sanctions against Russian oil, although well-intended… [+7409 chars]",2023-02-22,1.0
424,"{'id': None, 'name': 'EURACTIV'}",Georgi Gotev,Exxon warns of Russia risks to its $2.5 billion Kazakhstan income,"Exxon Mobil Corp on Wednesday (22 February) warned in a securities filing of potential risks to its Kazakhstan oil operations, which provided $2.5 billion in earnings last year.",https://www.euractiv.com/section/central-asia/news/exxon-warns-of-russia-risks-to-its-2-5-billion-kazakhstan-income/,https://www.euractiv.com/wp-content/uploads/sites/2/2023/02/Key-export-routes-from-the-Caspian-region-SP-Platts-800x450.png,2023-02-23T06:35:11Z,"Exxon Mobil Corp on Wednesday (22 February) warned in a securities filing of potential risks to its Kazakhstan oil operations, which provided $2.5 billion in earnings last year.
Threats to Kazakhsta… [+1966 chars]",2023-02-23,1.0
425,"{'id': None, 'name': 'Fintel.io'}",247patrick,"Unusual Options Activity: BABA, INTC, F and 7 Others","Here is a look at Exxon, Ford, Intel and other stocks with some heavy call flow over the past week.",https://fintel.io/news/unusual-options-activity-baba-intc-f-and-7-others-943,https://247wallst.com/wp-content/uploads/2022/05/imageForEntry11-VGW.jpg,2023-02-22T03:47:01Z,"While many investors brush off options, many others like to follow the flow. In other words, they want to know what the big funds and institutions are doing. We can follow their footsteps when lookin… [+5857 chars]",2023-02-22,1.0
426,"{'id': None, 'name': 'The Daily Caller'}",Katelynn Richardson,Energy Department Allowed Hundreds Of Employees With Stock In Related Companies To Keep Shares: REPORT,"One-third of senior leaders in the Energy Department were warned about owning stock in energy-related companies, according to the WSJ.",https://dailycaller.com/2023/02/22/energy-department-stocks-related-companies-ethics/,https://cdn01.dailycaller.com/wp-content/uploads/2023/02/GettyImages-1423430318-scaled-e1675806231307.jpg,2023-02-22T22:49:58Z,"One-third of senior leaders in the Energy Department were warned about owning stock in energy-related companies or having family members who own stock, yet many held onto their shares because they we… [+3620 chars]",2023-02-22,1.0
427,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Bloomberg,"In South Florida, an anti-Cathie Wood investor is quietly building a stock empire","In 2022, when most asset managers watched clients yank cash from their funds as markets cratered, GQG thrived. The firm lured $8 billion in fresh investment and three of its four flagship funds beat benchmark indexes by wide margins.",https://economictimes.indiatimes.com/markets/stocks/news/in-south-florida-an-anti-cathie-wood-investor-is-quietly-building-a-stock-empire/articleshow/98135829.cms,"https://img.etimg.com/thumb/msid-98135863,width-1070,height-580,imgsize-8572,overlay-etmarkets/photo.jpg",2023-02-22T01:25:05Z,"Rajiv Jain is everything that Cathie Wood isnt. The co-founder of GQG Partners doesnt have a Twitter account and rarely appears on TV. And in his growth stock funds, there are no driverless-car compa… [+6969 chars]",2023-02-22,1.0
428,"{'id': None, 'name': 'Yahoo Entertainment'}",Ramish Cheema,15 Best Oil Stocks To Buy According To Hedge Funds,"In this piece, we will take a look at the 15 best oil stocks to buy according to hedge funds. For more oil stocks, head on over to 5 Best Oil Stocks To Buy...",https://finance.yahoo.com/news/15-best-oil-stocks-buy-143815745.html,https://media.zenfs.com/en/insidermonkey.com/06b75e6acac7b2a4b18de808acf479ff,2023-02-23T14:38:15Z,"In this piece, we will take a look at the 15 best oil stocks to buy according to hedge funds. For more oil stocks, head on over to 5 Best Oil Stocks To Buy According To Hedge Funds. 
The oil and gas… [+10805 chars]",2023-02-23,1.0
429,"{'id': None, 'name': 'Biztoc.com'}",theglobeandmail.com,"Exxon work force down by 1,000 people in 2022, third year of declines","Exxon Mobil Corp XOM.N said on Wednesday its global work force fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns. It was the third year in a row Exxon reduced its work force, down from 75,000. In a filin…",https://biztoc.com/x/b3af8a90bd65c6d3,https://c.biztoc.com/p/b3af8a90bd65c6d3/og.webp,2023-02-22T23:36:07Z,"Exxon Mobil Corp XOM.N said on Wednesday its global work force fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns.It was the third year in a row… [+314 chars]",2023-02-22,1.0
430,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Best Sam's Club deal of Feb. 2023: Get a Sam's Club membership for $25 and save big on gas,Sam's Club memberships are less than half price. There's never been a better time to join a warehouse club.,https://www.cbsnews.com/essentials/best-sams-club-deal-get-a-sams-club-membership-for-25-and-save-big-on-gas-2023-02-23/,https://assets2.cbsnewsstatic.com/hub/i/r/2022/03/31/cf66f568-4631-45ca-b7e9-1ea2ec05a502/thumbnail/1200x630/94b555c4ad4af9fed3730f6bdadb0ced/sams-club.jpg,2023-02-23T15:57:00Z,"Getty Images
Presidents Day may be over, but there's still time to get the best Sam's Club deal of the year. Right now, the Walmart-owned warehouse chain is offering a one-year membership to Sam's C… [+4509 chars]",2023-02-23,1.0
431,"{'id': None, 'name': 'FX Empire'}",Reuters,"Exxon workforce down by 1,000 people in 2022, third year of declines","By Sabrina Valle HOUSTON (Reuters) -   Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns.",https://www.fxempire.com/news/article/exxon-workforce-down-by-1000-people-in-2022-third-year-of-declines-1292101,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2023/02/tagreuters.com2023newsml_LYNXMPEJ1L0YP1.jpg,2023-02-22T23:21:16Z,"It was the third year in a row Exxon reduced its workforce, down from 75,000.
In a filing detailing its 2022 results, the company also warned of potential risks for its operations in Kazakhstan, the… [+788 chars]",2023-02-22,1.0
432,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,Bookbinding Adhesives Market Report 2023: Increasing Prevalence of Bio-Based and Plant-Based Hot Melt Adhesives Presents Opportunities,"The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By...",https://finance.yahoo.com/news/bookbinding-adhesives-market-report-2023-172000645.html,https://media.zenfs.com/en/prnewswire.com/e75ef6f3096d7cb6f5dd43ba82eca2fe,2023-02-22T17:20:00Z,"DUBLIN, Feb. 22, 2023 /PRNewswire/ -- The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By Applicat… [+6037 chars]",2023-02-22,1.0
433,"{'id': None, 'name': 'Yahoo Entertainment'}",Persistence Market Research,"Automotive Engine Oil Market Sales to Top US$ 55.1 Billion by 2032|Key Players- Saudi Arabian Oil Co, Total S.A and more: Study by Persistence Market Research","Market Study on Automotive Engine Oil: Sales of Synthetic Oil Variants to Remain HighNew York, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The global Automotive Engine...",https://finance.yahoo.com/news/automotive-engine-oil-market-sales-120000864.html,https://s.yimg.com/ny/api/res/1.2/BJIHDQBF0OCRsnWdXAFFPA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD00MTM-/https://media.zenfs.com/en/globenewswire.com/6a684fedaa1e850f0dac33305b48591b,2023-02-22T12:00:00Z,"Persistence Market Research
Market Study on Automotive Engine Oil: Sales of Synthetic Oil Variants to Remain High
New York, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The global Automotive Engine Oil Market… [+5963 chars]",2023-02-22,1.0
434,"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"Exxon workforce down by 1,000 people in 2022, third year of declines","said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns. It was the third year in a row Exxon reduced its workforce, down from 75,000. In a filing detailing its 2022 resu…",https://biztoc.com/x/8fc24dd16816f8f3,https://c.biztoc.com/p/8fc24dd16816f8f3/og.webp,2023-02-22T23:34:04Z,"Exxon Mobil Corp (XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareholder returns.It was the third year in a ro… [+299 chars]",2023-02-22,1.0
